symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2021-06-30 00:00:00+00:00,136.96,137.41,135.87,136.17,63261393,133.8926258,134.3325476,132.8270376,133.1203188,63261393,0,1
AAPL,2021-07-01 00:00:00+00:00,137.27,137.33,135.76,136.6,52485781,134.195683,134.2543393,132.7195012,133.5406885,52485781,0,1
AAPL,2021-07-02 00:00:00+00:00,139.96,140,137.745,137.9,78945572,136.8254375,136.8645416,134.6600449,134.8115735,78945572,0,1
AAPL,2021-07-06 00:00:00+00:00,142.02,143.15,140.07,140.07,108181793,138.8393014,139.9439938,136.9329739,136.9329739,108181793,0,1
AAPL,2021-07-07 00:00:00+00:00,144.57,144.89,142.66,143.535,104911589,141.3321913,141.6450245,139.4649679,140.3203713,104911589,0,1
AAPL,2021-07-08 00:00:00+00:00,143.24,144.06,140.665,141.58,105575458,140.0319781,140.8336133,137.5146482,138.4091557,105575458,0,1
AAPL,2021-07-09 00:00:00+00:00,145.11,145.65,142.6522,142.75,99890800,141.8600974,142.3880035,139.4573426,139.5529522,99890800,0,1
AAPL,2021-07-12 00:00:00+00:00,144.5,146.32,144,146.21,76299719,141.263759,143.0429981,140.7749571,142.9354616,76299719,0,1
AAPL,2021-07-13 00:00:00+00:00,145.64,147.46,143.63,144.03,100827099,142.3782274,144.1574665,140.4132437,140.8042852,100827099,0,1
AAPL,2021-07-14 00:00:00+00:00,149.15,149.57,147.68,148.1,127050785,145.809617,146.2202106,144.3725393,144.7831329,127050785,0,1
AAPL,2021-07-15 00:00:00+00:00,148.48,150,147.09,149.24,106820297,145.1546224,146.6405803,143.795753,145.8976014,106820297,0,1
AAPL,2021-07-16 00:00:00+00:00,146.39,149.76,145.88,148.46,93251426,143.1114303,146.4059554,142.6128524,145.1350703,93251426,0,1
AAPL,2021-07-19 00:00:00+00:00,142.45,144.07,141.67,143.75,121434571,139.2596711,140.8433894,138.4971401,140.5305561,121434571,0,1
AAPL,2021-07-20 00:00:00+00:00,146.15,147.0997,142.96,143.46,96350036,142.8768054,143.8052358,139.7582491,140.247051,96350036,0,1
AAPL,2021-07-21 00:00:00+00:00,145.4,146.13,144.63,145.53,74993460,142.1436025,142.8572533,141.3908475,142.270691,74993460,0,1
AAPL,2021-07-22 00:00:00+00:00,146.8,148.195,145.81,145.935,77338156,143.5122479,144.8760053,142.5444201,142.6666206,77338156,0,1
AAPL,2021-07-23 00:00:00+00:00,148.56,148.7177,146.92,147.55,71447416,145.2328307,145.3869989,143.6295604,144.2454508,71447416,0,1
AAPL,2021-07-26 00:00:00+00:00,148.99,149.83,147.7,148.27,72434089,145.6532004,146.4743876,144.3920914,144.9493256,72434089,0,1
AAPL,2021-07-27 00:00:00+00:00,146.77,149.21,145.55,149.12,104818578,143.4829198,145.8682732,142.2902431,145.7802889,104818578,0,1
AAPL,2021-07-28 00:00:00+00:00,144.98,146.97,142.54,144.81,118931191,141.7330089,143.6784406,139.3476554,141.5668162,118931191,0,1
AAPL,2021-07-29 00:00:00+00:00,145.64,146.55,144.58,144.685,54323047,142.3782274,143.2678469,141.3419673,141.4446157,54323047,0,1
AAPL,2021-07-30 00:00:00+00:00,145.86,146.33,144.11,144.38,70440626,142.5933003,143.0527741,140.8824935,141.1464466,70440626,0,1
AAPL,2021-08-02 00:00:00+00:00,145.52,146.95,145.25,146.36,62879961,142.260915,143.6588885,141.9969619,143.0821022,62879961,0,1
AAPL,2021-08-03 00:00:00+00:00,147.36,148.045,145.18,145.81,64786618,144.0597061,144.7293647,141.9285296,142.5444201,64786618,0,1
AAPL,2021-08-04 00:00:00+00:00,146.95,147.79,146.28,147.27,56368271,143.6588885,144.4800757,143.0038939,143.9717217,56368271,0,1
AAPL,2021-08-05 00:00:00+00:00,147.06,147.84,146.17,146.98,46397674,143.7664249,144.5289559,142.8963575,143.6882166,46397674,0,1
AAPL,2021-08-06 00:00:00+00:00,146.14,147.11,145.63,146.35,54126813,143.0821022,144.0318055,142.5827737,143.2877081,54126813,0.22,1
AAPL,2021-08-09 00:00:00+00:00,146.09,146.7,145.52,146.2,48908689,143.0331484,143.6303845,142.4750754,143.1408467,48908689,0,1
AAPL,2021-08-10 00:00:00+00:00,145.6,147.71,145.3,146.44,69023081,142.5534014,144.6192508,142.2596787,143.3758249,69023081,0,1
AAPL,2021-08-11 00:00:00+00:00,145.86,146.72,145.53,146.05,48493463,142.8079611,143.649966,142.4848661,142.9939854,48493463,0,1
AAPL,2021-08-12 00:00:00+00:00,148.89,149.05,145.84,146.19,73779113,145.77456,145.9312121,142.7883795,143.131056,73779113,0,1
AAPL,2021-08-13 00:00:00+00:00,149.1,149.4444,148.27,148.97,58846293,145.9801659,146.3173595,145.1675332,145.852886,58846293,0,1
AAPL,2021-08-16 00:00:00+00:00,151.12,151.19,146.47,148.535,103558782,147.9578985,148.0264338,143.4051971,145.4269882,103558782,0,1
AAPL,2021-08-17 00:00:00+00:00,150.19,151.68,149.09,150.23,92229735,147.0473582,148.5061808,145.9703751,147.0865213,92229735,0,1
AAPL,2021-08-18 00:00:00+00:00,146.36,150.72,146.15,149.8,86325990,143.2974988,147.5662683,143.091893,146.6655188,86325990,0,1
AAPL,2021-08-19 00:00:00+00:00,146.7,148,144.5,145.03,86960310,143.6303845,144.9031828,141.4764183,141.9953283,86960310,0,1
AAPL,2021-08-20 00:00:00+00:00,148.19,148.5,146.78,147.44,60549630,145.0892071,145.3927205,143.7087106,144.3549004,60549630,0,1
AAPL,2021-08-23 00:00:00+00:00,149.71,150.19,147.89,148.31,60131810,146.577402,147.0473582,144.7954844,145.2066962,60131810,0,1
AAPL,2021-08-24 00:00:00+00:00,149.62,150.86,149.15,149.45,48606428,146.4892852,147.7033389,146.0291196,146.3228423,48606428,0,1
AAPL,2021-08-25 00:00:00+00:00,148.36,150.32,147.8,149.81,58991297,145.25565,147.1746381,144.7073676,146.6753095,58991297,0,1
AAPL,2021-08-26 00:00:00+00:00,147.54,149.12,147.51,148.35,48597195,144.452808,145.9997474,144.4234357,145.2458592,48597195,0,1
AAPL,2021-08-27 00:00:00+00:00,148.6,148.75,146.83,147.48,55802388,145.4906281,145.6374894,143.7576643,144.3940635,55802388,0,1
AAPL,2021-08-30 00:00:00+00:00,153.12,153.49,148.61,149,90956723,149.9160496,150.2783076,145.5004188,145.8822583,90956723,0,1
AAPL,2021-08-31 00:00:00+00:00,151.83,152.8,151.29,152.66,86453117,148.6530421,149.6027454,148.1243413,149.4656749,86453117,0,1
AAPL,2021-09-01 00:00:00+00:00,152.51,154.98,152.34,152.83,80313711,149.3188135,151.7371302,149.1523707,149.6321177,80313711,0,1
AAPL,2021-09-02 00:00:00+00:00,153.65,154.72,152.4,153.87,71171317,150.4349597,151.4825705,149.2111152,150.6503563,71171317,0,1
AAPL,2021-09-03 00:00:00+00:00,154.3,154.63,153.09,153.76,57866066,151.0713588,151.3944537,149.8866773,150.542658,57866066,0,1
AAPL,2021-09-07 00:00:00+00:00,156.69,157.26,154.39,154.97,82278261,153.4113494,153.9694224,151.1594756,151.7273394,82278261,0,1
AAPL,2021-09-08 00:00:00+00:00,155.11,157.04,153.975,156.98,74420207,151.86441,153.7540258,150.7531592,153.6952813,74420207,0,1
AAPL,2021-09-09 00:00:00+00:00,154.07,156.11,153.95,155.49,57305730,150.8461714,152.8434855,150.7286823,152.2364587,57305730,0,1
AAPL,2021-09-10 00:00:00+00:00,148.97,155.48,148.7,155,140893235,145.852886,152.2266679,145.5885356,151.7567117,140893235,0,1
AAPL,2021-09-13 00:00:00+00:00,149.55,151.42,148.75,150.63,102404329,146.4207499,148.2516212,145.6374894,147.4781515,102404329,0,1
AAPL,2021-09-14 00:00:00+00:00,148.12,151.07,146.91,150.35,109296295,145.0206718,147.9089447,143.8359904,147.2040103,109296295,0,1
AAPL,2021-09-15 00:00:00+00:00,149.03,149.44,146.37,148.56,83281315,145.9116306,146.3130516,143.3072896,145.4514651,83281315,0,1
AAPL,2021-09-16 00:00:00+00:00,148.79,148.97,147.221,148.44,68034149,145.6766524,145.852886,144.1404829,145.333976,68034149,0,1
AAPL,2021-09-17 00:00:00+00:00,146.06,148.82,145.76,148.82,129868824,143.0037762,145.7060247,142.7100535,145.7060247,129868824,0,1
AAPL,2021-09-20 00:00:00+00:00,142.94,144.84,141.27,143.8,123478863,139.9490604,141.809304,138.3140042,140.7910654,123478863,0,1
AAPL,2021-09-21 00:00:00+00:00,143.43,144.6,142.78,143.93,75833962,140.4288074,141.5743259,139.7924083,140.9183452,75833962,0,1
AAPL,2021-09-22 00:00:00+00:00,145.85,146.43,143.7001,144.45,76404341,142.7981703,143.3660341,140.6932558,141.4274645,76404341,0,1
AAPL,2021-09-23 00:00:00+00:00,146.83,147.08,145.64,146.65,64838170,143.7576643,144.0024332,142.5925644,143.5814307,64838170,0,1
AAPL,2021-09-24 00:00:00+00:00,146.92,147.4701,145.56,145.66,53477869,143.8457811,144.3843706,142.5142384,142.6121459,53477869,0,1
AAPL,2021-09-27 00:00:00+00:00,145.37,145.96,143.82,145.47,74150729,142.328214,142.9058686,140.8106469,142.4261216,74150729,0,1
AAPL,2021-09-28 00:00:00+00:00,141.91,144.75,141.69,143.25,108972340,138.9406126,141.7211872,138.725216,140.2525738,108972340,0,1
AAPL,2021-09-29 00:00:00+00:00,142.83,144.45,142.03,142.47,74602044,139.8413621,141.4274645,139.0581017,139.4888949,74602044,0,1
AAPL,2021-09-30 00:00:00+00:00,141.5,144.378,141.28,143.66,89056664,138.5391916,141.3569711,138.323795,140.6539948,89056664,0,1
AAPL,2021-10-01 00:00:00+00:00,142.65,142.92,139.1101,141.9,94639581,139.6651285,139.9294789,136.1992989,138.9308218,94639581,0,1
AAPL,2021-10-04 00:00:00+00:00,139.14,142.21,138.27,141.76,98322008,136.2285733,139.2343353,135.3767776,138.7937513,98322008,0,1
AAPL,2021-10-05 00:00:00+00:00,141.11,142.24,139.36,139.49,80861062,138.1573522,139.2637075,136.4439699,136.5712497,80861062,0,1
AAPL,2021-10-06 00:00:00+00:00,142,142.15,138.37,139.47,83221119,139.0287294,139.1755907,135.4746851,136.5516682,83221119,0,1
AAPL,2021-10-07 00:00:00+00:00,143.29,144.215,142.72,143.06,61732656,140.2917369,141.1973818,139.7336638,140.0665495,61732656,0,1
AAPL,2021-10-08 00:00:00+00:00,142.9,144.1781,142.56,144.03,58773155,139.9098974,141.1612539,139.5770117,141.0162528,58773155,0,1
AAPL,2021-10-11 00:00:00+00:00,142.81,144.81,141.81,142.27,64452219,139.8217806,141.7799317,138.842705,139.2930798,64452219,0,1
AAPL,2021-10-12 00:00:00+00:00,141.51,143.25,141.0401,143.23,73035859,138.5489824,140.2525738,138.0889148,140.2329923,73035859,0,1
AAPL,2021-10-13 00:00:00+00:00,140.91,141.4,139.2,141.235,78762721,137.961537,138.4412841,136.2873178,138.2797366,78762721,0,1
AAPL,2021-10-14 00:00:00+00:00,143.76,143.88,141.51,142.11,69907100,140.7519024,140.8693915,138.5489824,139.1364277,69907100,0,1
AAPL,2021-10-15 00:00:00+00:00,144.84,144.895,143.51,143.77,67940334,141.809304,141.8631531,140.5071335,140.7616931,67940334,0,1
AAPL,2021-10-18 00:00:00+00:00,146.55,146.84,143.16,143.445,85589175,143.4835232,143.7674551,140.164457,140.4434936,85589175,0,1
AAPL,2021-10-19 00:00:00+00:00,148.76,149.17,146.55,147.01,76378894,145.6472802,146.0487012,143.4835232,143.933898,76378894,0,1
AAPL,2021-10-20 00:00:00+00:00,149.26,149.7539,148.12,148.7,58418788,146.136818,146.6203834,145.0206718,145.5885356,58418788,0,1
AAPL,2021-10-21 00:00:00+00:00,149.48,149.64,147.87,148.81,61420990,146.3522146,146.5088667,144.7759029,145.696234,61420990,0,1
AAPL,2021-10-22 00:00:00+00:00,148.69,150.18,148.64,149.69,58883443,145.5787449,147.0375675,145.5297911,146.5578204,58883443,0,1
AAPL,2021-10-25 00:00:00+00:00,148.64,149.37,147.6211,148.68,50720556,145.5297911,146.2445163,144.532211,145.5689541,50720556,0,1
AAPL,2021-10-26 00:00:00+00:00,149.32,150.84,149.0101,149.33,60893395,146.1955625,147.6837573,145.892147,146.2053532,60893395,0,1
AAPL,2021-10-27 00:00:00+00:00,148.85,149.73,148.49,149.36,56094929,145.735397,146.5969835,145.3829298,146.2347255,56094929,0,1
AAPL,2021-10-28 00:00:00+00:00,152.57,153.165,149.72,149.82,100077888,149.3775581,149.960108,146.5871927,146.6851003,100077888,0,1
AAPL,2021-10-29 00:00:00+00:00,149.8,149.94,146.4128,147.215,124953168,146.6655188,146.8025893,143.349194,144.1346084,124953168,0,1
AAPL,2021-11-01 00:00:00+00:00,148.96,149.7,147.8,148.985,73396551,145.8430953,146.5676112,144.7073676,145.8675722,73396551,0,1
AAPL,2021-11-02 00:00:00+00:00,150.02,151.57,148.65,148.66,68922374,146.8809154,148.3984825,145.5395819,145.5493726,68922374,0,1
AAPL,2021-11-03 00:00:00+00:00,151.49,151.97,149.82,150.39,54511534,148.3201565,148.7901127,146.6851003,147.2431733,54511534,0,1
AAPL,2021-11-04 00:00:00+00:00,150.96,152.43,150.64,151.58,60394616,147.8012464,149.2404875,147.4879422,148.4082733,60394616,0,1
AAPL,2021-11-05 00:00:00+00:00,151.28,152.2,150.06,151.89,65463883,148.3299472,149.2320066,147.133738,148.9280518,65463883,0.22,1
AAPL,2021-11-08 00:00:00+00:00,150.44,151.57,150.16,151.41,55020868,147.5063277,148.614292,147.2317879,148.4574121,55020868,0,1
AAPL,2021-11-09 00:00:00+00:00,150.81,151.428,150.0601,150.2,56573449,147.8691125,148.4750611,147.133836,147.2710079,56573449,0,1
AAPL,2021-11-10 00:00:00+00:00,147.92,150.13,147.85,150.02,65187092,145.0354693,147.2023729,144.9668343,147.094518,65187092,0,1
AAPL,2021-11-11 00:00:00+00:00,147.87,149.43,147.681,148.96,40999950,144.9864443,146.5160233,144.8011299,146.0551886,40999950,0,1
AAPL,2021-11-12 00:00:00+00:00,149.99,150.4,147.48,148.43,63245197,147.065103,147.4671078,144.6040495,145.535524,63245197,0,1
AAPL,2021-11-15 00:00:00+00:00,150,151.88,149.43,150.37,59222803,147.074908,148.9182468,146.5160233,147.4376928,59222803,0,1
AAPL,2021-11-16 00:00:00+00:00,151,151.488,149.34,149.94,59256210,148.0554074,148.5338911,146.4277784,147.016078,59256210,0,1
AAPL,2021-11-17 00:00:00+00:00,153.49,155,150.99,150.995,88807000,150.4968509,151.9774049,148.0456024,148.0505049,88807000,0,1
AAPL,2021-11-18 00:00:00+00:00,157.87,158.67,153.05,153.71,137827673,154.7914382,155.5758377,150.0654311,150.7125607,137827673,0,1
AAPL,2021-11-19 00:00:00+00:00,160.55,161.02,156.5328,157.65,117305597,157.4191765,157.8800112,153.4803144,154.5757283,117305597,0,1
AAPL,2021-11-22 00:00:00+00:00,161.02,165.7,161,161.68,117467889,157.8800112,162.4687484,157.8604012,158.5271408,117467889,0,1
AAPL,2021-11-23 00:00:00+00:00,161.41,161.8,159.0601,161.12,96041899,158.262406,158.6448008,155.9583305,157.9780612,96041899,0,1
AAPL,2021-11-24 00:00:00+00:00,161.94,162.14,159.64,160.75,69463623,158.7820707,158.9781705,156.5269221,157.6152764,69463623,0,1
AAPL,2021-11-26 00:00:00+00:00,156.81,160.45,156.36,159.565,76959752,153.7521088,157.3211266,153.3108841,156.4533846,76959752,0,1
AAPL,2021-11-29 00:00:00+00:00,160.24,161.19,158.7901,159.37,88748217,157.1152217,158.0466961,155.6935957,156.2621872,88748217,0,1
AAPL,2021-11-30 00:00:00+00:00,165.3,165.52,159.92,159.985,174048056,162.0765486,162.2922585,156.8014619,156.8651944,174048056,0,1
AAPL,2021-12-01 00:00:00+00:00,164.77,170.3,164.53,167.48,152423003,161.5568839,166.9790455,161.3215641,164.2140373,152423003,0,1
AAPL,2021-12-02 00:00:00+00:00,163.76,164.2,157.8,158.735,136739174,160.5665796,160.9979993,154.7228032,155.6395701,136739174,0,1
AAPL,2021-12-03 00:00:00+00:00,161.84,164.96,159.72,164.02,118023116,158.6840207,161.7431788,156.605362,160.8215094,118023116,0,1
AAPL,2021-12-06 00:00:00+00:00,165.32,167.8799,164.28,164.29,107496982,162.0961586,164.606139,161.0764392,161.0862442,107496982,0,1
AAPL,2021-12-07 00:00:00+00:00,171.18,171.58,168.34,169.08,120405352,167.841885,168.2340848,165.0572667,165.7828363,120405352,0,1
AAPL,2021-12-08 00:00:00+00:00,175.08,175.96,170.7,172.125,116998901,171.6658326,172.5286721,167.3712453,168.7684569,116998901,0,1
AAPL,2021-12-09 00:00:00+00:00,174.56,176.75,173.92,174.91,108923739,171.1559729,173.3032666,170.5284533,171.4991477,108923739,0,1
AAPL,2021-12-10 00:00:00+00:00,179.45,179.63,174.69,175.205,115402731,175.9506149,176.1271048,171.2834379,171.788395,115402731,0,1
AAPL,2021-12-13 00:00:00+00:00,175.74,182.13,175.53,181.115,153237019,172.3129622,178.5783533,172.1070573,177.5831464,153237019,0,1
AAPL,2021-12-14 00:00:00+00:00,174.33,177.74,172.21,175.25,139380382,170.9304581,174.273961,168.8517994,171.8325175,139380382,0,1
AAPL,2021-12-15 00:00:00+00:00,179.3,179.5,172.3108,175.11,131063257,175.80354,175.9996399,168.9506337,171.6952476,131063257,0,1
AAPL,2021-12-16 00:00:00+00:00,172.26,181.14,170.75,179.28,150185843,168.9008243,177.6076589,167.4202703,175.78393,150185843,0,1
AAPL,2021-12-17 00:00:00+00:00,171.14,173.47,169.69,169.93,195923441,167.802665,170.0872286,166.3809409,166.6162608,195923441,0,1
AAPL,2021-12-20 00:00:00+00:00,169.75,170.58,167.46,168.28,107499114,166.4397709,167.2535854,164.1944273,164.9984368,107499114,0,1
AAPL,2021-12-21 00:00:00+00:00,172.99,173.2,169.12,171.555,91185905,169.6165889,169.8224938,165.8220563,168.2095723,91185905,0,1
AAPL,2021-12-22 00:00:00+00:00,175.64,175.86,172.15,173.04,92135303,172.2149123,172.4306221,168.7929694,169.6656139,92135303,0,1
AAPL,2021-12-23 00:00:00+00:00,176.28,176.8499,175.27,175.85,68356567,172.8424319,173.4012185,171.8521275,172.4208171,68356567,0,1
AAPL,2021-12-27 00:00:00+00:00,180.33,180.42,177.07,177.085,74919582,176.8134544,176.9016993,173.6170264,173.6317339,74919582,0,1
AAPL,2021-12-28 00:00:00+00:00,179.29,181.33,178.53,180.16,79144339,175.793735,177.7939538,175.0485555,176.6467695,79144339,0,1
AAPL,2021-12-29 00:00:00+00:00,179.38,180.63,178.14,179.33,62348931,175.88198,177.1076042,174.6661607,175.832955,62348931,0,1
AAPL,2021-12-30 00:00:00+00:00,178.2,180.57,178.09,179.47,59773014,174.7249907,177.0487742,174.6171358,175.9702249,59773014,0,1
AAPL,2021-12-31 00:00:00+00:00,177.57,179.23,177.26,178.085,61661433,174.1072761,175.7349051,173.8033213,174.6122333,61661433,0,1
AAPL,2022-01-03 00:00:00+00:00,182.01,182.88,177.71,177.83,104701220,178.4606934,179.3137278,174.244546,174.3622059,104701220,0,1
AAPL,2022-01-04 00:00:00+00:00,179.7,182.94,179.12,182.63,99310438,176.1957398,179.3725578,175.6270501,179.068603,99310438,0,1
AAPL,2022-01-05 00:00:00+00:00,174.92,180.17,174.64,179.61,94537602,171.5089527,176.6565745,171.2344129,176.1074948,94537602,0,1
AAPL,2022-01-06 00:00:00+00:00,172,175.3,171.64,172.7,96903955,168.6458945,171.8815425,168.2929147,169.3322441,96903955,0,1
AAPL,2022-01-07 00:00:00+00:00,172.17,174.14,171.03,172.89,86709147,168.8125794,170.7441632,167.6948101,169.518539,86709147,0,1
AAPL,2022-01-10 00:00:00+00:00,172.19,172.5,168.17,169.08,106765552,168.8321894,169.1361442,164.8905819,165.7828363,106765552,0,1
AAPL,2022-01-11 00:00:00+00:00,175.08,175.18,170.82,172.32,75937685,171.6658326,171.7638826,167.4889052,168.9596543,75937685,0,1
AAPL,2022-01-12 00:00:00+00:00,175.53,177.18,174.82,176.12,74805173,172.1070573,173.7248813,171.4109028,172.685552,74805173,0,1
AAPL,2022-01-13 00:00:00+00:00,172.19,176.62,171.79,175.78,84505760,168.8321894,173.1758017,168.4399896,172.3521822,84505760,0,1
AAPL,2022-01-14 00:00:00+00:00,173.07,173.78,171.09,171.34,80440780,169.6950288,170.3911834,167.7536401,167.9987649,80440780,0,1
AAPL,2022-01-18 00:00:00+00:00,169.8,172.54,169.405,171.51,90500236,166.4887959,169.1753642,166.1014986,168.1654498,90500236,0,1
AAPL,2022-01-19 00:00:00+00:00,166.23,171.08,165.94,170,92914792,162.988413,167.7438351,162.7040682,166.6848957,92914792,0,1
AAPL,2022-01-20 00:00:00+00:00,164.51,169.68,164.18,166.98,91420515,161.3019541,166.3711359,160.9783893,163.7237876,91420515,0,1
AAPL,2022-01-21 00:00:00+00:00,162.41,166.33,162.3,164.415,122848858,159.2429054,163.086463,159.1350505,161.2088067,122848858,0,1
AAPL,2022-01-24 00:00:00+00:00,161.62,162.3,154.7,160.02,162706686,158.4683109,159.1350505,151.6832551,156.8995119,162706686,0,1
AAPL,2022-01-25 00:00:00+00:00,159.78,162.76,157.02,158.98,115798367,156.664192,159.5860802,153.9580137,155.8797925,115798367,0,1
AAPL,2022-01-26 00:00:00+00:00,159.69,164.3894,157.82,163.5,108275308,156.5759471,161.1837059,154.7424132,160.3116497,108275308,0,1
AAPL,2022-01-27 00:00:00+00:00,159.22,163.84,158.28,162.45,121954638,156.1151123,160.6450195,155.1934429,159.2821254,121954638,0,1
AAPL,2022-01-28 00:00:00+00:00,170.33,170.35,162.8,165.71,179935660,167.0084605,167.0280705,159.6253001,162.4785534,179935660,0,1
AAPL,2022-01-31 00:00:00+00:00,174.78,175,169.51,170.16,115541590,171.3716828,171.5873927,166.204451,166.8417756,115541590,0,1
AAPL,2022-02-01 00:00:00+00:00,174.61,174.84,172.31,174.01,86213911,171.2049979,171.4305128,168.9498493,170.6166983,86213911,0,1
AAPL,2022-02-02 00:00:00+00:00,175.84,175.88,173.33,174.745,84914256,172.4110121,172.4502321,169.9499587,171.3373653,84914256,0,1
AAPL,2022-02-03 00:00:00+00:00,172.9,176.2399,172.12,174.48,89418074,169.5283439,172.8031139,168.7635544,171.077533,89418074,0,1
AAPL,2022-02-04 00:00:00+00:00,172.39,174.1,170.68,171.68,82465400,169.2439991,170.9227928,167.5652055,168.5469561,82465400,0.22,1
AAPL,2022-02-07 00:00:00+00:00,171.66,173.9458,170.95,172.86,77251204,168.5273211,170.7714068,167.8302782,169.7054219,77251204,0,1
AAPL,2022-02-08 00:00:00+00:00,174.83,175.35,171.43,171.73,74829217,171.6394708,172.1499811,168.3015185,168.5960437,74829217,0,1
AAPL,2022-02-09 00:00:00+00:00,176.28,176.65,174.9,176.05,71285038,173.0630093,173.426257,171.7081933,172.8372066,71285038,0,1
AAPL,2022-02-10 00:00:00+00:00,172.12,175.48,171.55,174.14,90865899,168.9789264,172.2776087,168.4193286,170.9620628,90865899,0,1
AAPL,2022-02-11 00:00:00+00:00,168.64,173.08,168.04,172.33,98670687,165.5624341,169.9214071,164.9733837,169.1850941,98670687,0,1
AAPL,2022-02-14 00:00:00+00:00,168.88,169.58,166.56,167.37,86185530,165.7980543,166.4852797,163.5203927,164.3156107,86185530,0,1
AAPL,2022-02-15 00:00:00+00:00,172.79,172.95,170.25,170.97,64286320,169.6366994,169.7937795,167.1430527,167.8499132,64286320,0,1
AAPL,2022-02-16 00:00:00+00:00,172.55,173.34,170.05,171.85,61177398,169.4010792,170.1766623,166.9467025,168.7138538,61177398,0,1
AAPL,2022-02-17 00:00:00+00:00,168.88,171.91,168.47,171.03,69589344,165.7980543,168.7727588,165.3955365,167.9088182,69589344,0,1
AAPL,2022-02-18 00:00:00+00:00,167.3,170.5413,166.19,169.82,82772674,164.2468882,167.4290367,163.1571449,166.7208999,82772674,0,1
AAPL,2022-02-22 00:00:00+00:00,164.32,166.69,162.15,164.98,90457637,161.3212712,163.6480203,159.1908722,161.9692266,90457637,0,1
AAPL,2022-02-23 00:00:00+00:00,160.07,166.15,159.75,165.54,90009247,157.1488308,163.1178749,156.8346706,162.519007,90009247,0,1
AAPL,2022-02-24 00:00:00+00:00,162.74,162.85,152,152.58,141147540,159.7701051,159.8780977,149.2261028,149.7955182,141147540,0,1
AAPL,2022-02-25 00:00:00+00:00,164.85,165.12,160.8738,163.84,91974222,161.841599,162.1066717,157.937962,160.8500308,91974222,0,1
AAPL,2022-02-28 00:00:00+00:00,165.12,165.42,162.43,163.06,95056629,162.1066717,162.4011969,159.4657624,160.0842653,95056629,0,1
AAPL,2022-03-01 00:00:00+00:00,163.2,166.6,161.97,164.695,83474425,160.2217104,163.5596627,159.0141571,161.6894277,83474425,0,1
AAPL,2022-03-02 00:00:00+00:00,166.56,167.36,162.95,164.39,79724750,163.5203927,164.3057932,159.9762727,161.3899937,79724750,0,1
AAPL,2022-03-03 00:00:00+00:00,166.23,168.91,165.55,168.47,76678441,163.196415,165.8275068,162.5288245,165.3955365,76678441,0,1
AAPL,2022-03-04 00:00:00+00:00,163.17,165.55,162.1,164.49,83819592,160.1922579,162.5288245,159.1417847,161.4881688,83819592,0,1
AAPL,2022-03-07 00:00:00+00:00,159.3,165.02,159.04,163.36,96418845,156.3928828,162.0084966,156.1376276,160.3787905,96418845,0,1
AAPL,2022-03-08 00:00:00+00:00,157.44,162.88,155.8,158.82,131148280,154.5668265,159.9075502,152.9567554,155.9216424,131148280,0,1
AAPL,2022-03-09 00:00:00+00:00,162.95,163.41,159.41,161.475,91454905,159.9762727,160.4278781,156.5008753,158.5281905,91454905,0,1
AAPL,2022-03-10 00:00:00+00:00,158.52,160.39,155.98,160.2,105342033,155.6271172,157.462991,153.1334705,157.2764584,105342033,0,1
AAPL,2022-03-11 00:00:00+00:00,154.73,159.28,154.5,158.93,96970102,151.9062822,156.3732478,151.6804795,156.029635,96970102,0,1
AAPL,2022-03-14 00:00:00+00:00,150.62,154.12,150.1,151.45,108732111,147.8712869,151.3074143,147.3607765,148.68614,108732111,0,1
AAPL,2022-03-15 00:00:00+00:00,155.09,155.57,150.38,150.9,92964302,152.2597124,152.7309527,147.6356667,148.1461771,92964302,0,1
AAPL,2022-03-16 00:00:00+00:00,159.59,160,154.46,157.05,102300157,156.6775905,157.0801082,151.6412095,154.1839437,102300157,0,1
AAPL,2022-03-17 00:00:00+00:00,160.62,161,157.63,158.61,75615376,157.6887937,158.0618589,154.7533591,155.7154748,75615376,0,1
AAPL,2022-03-18 00:00:00+00:00,163.98,164.48,159.76,160.51,122055535,160.9874759,161.4783513,156.8444881,157.5808011,122055535,0,1
AAPL,2022-03-21 00:00:00+00:00,165.38,166.35,163.015,163.51,89029269,162.3619269,163.314225,160.0400865,160.5260531,89029269,0,1
AAPL,2022-03-22 00:00:00+00:00,168.82,169.42,164.91,165.51,80979755,165.7391492,166.3281996,161.9005041,162.4895545,80979755,0,1
AAPL,2022-03-23 00:00:00+00:00,170.21,172.64,167.65,167.99,98062674,167.1037827,169.4894368,164.5905009,164.9242962,98062674,0,1
AAPL,2022-03-24 00:00:00+00:00,174.07,174.14,170.21,171.06,90131418,170.8933403,170.9620628,167.1037827,167.9382707,90131418,0,1
AAPL,2022-03-25 00:00:00+00:00,174.72,175.28,172.75,173.88,80281664,171.5314782,172.0812586,169.5974294,170.7068076,80281664,0,1
AAPL,2022-03-28 00:00:00+00:00,175.6,175.73,172,172.17,90371916,172.3954188,172.5230464,168.8611164,169.028014,90371916,0,1
AAPL,2022-03-29 00:00:00+00:00,178.96,179.01,176.34,176.69,100589440,175.6941011,175.7431886,173.1219143,173.465527,100589440,0,1
